anchor_alpha_rel,h_protgpt2_l12,h_piggen_early,h_piggen_late,matched_norm_early,matched_norm_late,reference_norm_used_by_27
0.20000473771072358,2919.920831298828,6.128357064723969,21.405604743957518,1.2257004473277773,4.281222362354644,583.998
