model,condition,collapsed,n,collapse_rate,ci_lo,ci_hi,mean_plddt,mean_entropy,mean_len,fold_ok
zymctrl,CONTROL,65,100,0.65,0.552544432945526,0.7363575175873622,55.013860642910004,3.8358448723300564,50.0,100
zymctrl,L12,80,100,0.8,0.7111708343839006,0.8666330666818759,51.376803040504456,3.890865320031111,50.0,100
zymctrl,L30,73,100,0.73,0.635678832297121,0.8073041585199743,52.46334910392761,3.9034329878832055,50.0,100
