model,anchor_alpha_rel,h_protgpt2_l12,n_layers,layer_early,layer_late,h_early,h_late,raw_v_norm_early,raw_v_norm_late,matched_norm_early,matched_norm_late,old_alpha_rel_early,old_alpha_rel_late,reference_norm_used_by_original,used_uniprot_fallback,pool_collapse_rate,pool_mean_plddt,utility_gap,repetition_separation
lightonai/RITA_s,0.20000473771072358,2919.920831298828,12,3,11,23.877325773239136,43.51746120452881,3.1067025661468506,5.395008563995361,4.775578278510193,8.703698414048374,24.45826662274401,13.419854555743802,583.998,False,0.845,52.126115784049034,0.019694209719697597,0.06770727361194473
