gpu,n_pool,n_folded,collapse_rate,t_gen_full_s,t_per_token_s,t_fold_s,fold_over_gen_ratio,baseline_s_per_candidate,residues_per_token,t_clf_10_s,t_clf_20_s,t_clf_30_s,t_clf_full_s,auc_10,auc_20,auc_30,auc_full
Tesla T4,200,198,0.5,0.5917269676600005,0.029523856636213403,2.0947747624747466,3.5401035899353834,2.686501730134747,2.337578027465668,0.02673426673737822,0.02619920647979462,0.02711396253030411,0.028833990989892987,0.6440159167431895,0.6446791143760839,0.7154882154882154,0.724058769513315
