model,anchor_alpha_rel,h_protgpt2_l12,n_layers,layer_early,layer_late,h_early,h_late,raw_v_norm_early,raw_v_norm_late,matched_norm_early,matched_norm_late,old_alpha_rel_early,old_alpha_rel_late,reference_norm_used_by_original,used_uniprot_fallback,pool_collapse_rate,pool_mean_plddt,utility_gap,repetition_separation
AI4PD/ZymCTRL,0.20000473771072358,2919.920831298828,36,12,30,51.264518356323244,82.55736656188965,3.4402599334716797,6.378951072692871,10.253146547723004,16.5118644452988,11.39185578494695,7.073844822341835,583.998,False,0.615,57.2776455283165,0.014999554306268703,0.04448094339279707
