pep_alpha,our_dose_low,our_dose_high,collapse_low,collapse_high,alpha_rel_low,alpha_rel_high
1.0,0.5630909694896215,0.752774838269994,0.6405870615347948,0.6435162466669314,0.09680053456888608,0.12940894225419694
2.0,1.126181938979243,1.505549676539988,0.731330635357686,0.9731272287760158,0.19360106913777217,0.2588178845083939
