model,n_layers,anchor_alpha_rel,dose_mult,alpha_rel,target_len,n_per_arm,h_early,h_late,cos_convention_early,cos_convention_late,cos_splithalf_hook_early,cos_splithalf_hook_late,cos_splithalf_legacy_early,cos_splithalf_legacy_late,convention_changes_outcome,layer_diff_both_conventions,pool_collapse_rate,pool_mean_plddt,utility_gap,repetition_separation,used_uniprot_fallback,supports_min_new_tokens
opig/p-IgGen,4,0.20000473771072358,2.0,0.40000947542144716,50,100,6.128357064723969,21.405604743957518,0.1563601791858673,0.22086094319820404,0.7375710576772689,0.8389206320047379,0.7859377145767212,0.7493229925632476,False,False,0.0,74.287104845047,0.018594103720453115,0.03465078947198019,False,True
