model,condition,collapsed,n,collapse_rate,ci_lo,ci_hi,fold_ok,mean_plddt,mean_entropy
AI4PD/ZymCTRL,CONTROL,31,50,0.62,0.48150446927775903,0.7413721069227714,50,57.69962501525879,3.7691502569859843
AI4PD/ZymCTRL,L12_D2x,32,50,0.64,0.5014101687285786,0.7586125035053739,50,57.488560914993286,3.772456025230138
AI4PD/ZymCTRL,L12_D3x,38,50,0.76,0.6258731623866494,0.8570260860478336,50,54.372696220874786,3.786516882417479
AI4PD/ZymCTRL,L30_D2x,37,50,0.74,0.6044684273177043,0.8412847250833568,50,54.92283737659454,3.828003095387655
AI4PD/ZymCTRL,L30_D3x,32,50,0.64,0.5014101687285786,0.7586125035053739,50,55.291106820106506,3.810614083376168
