model,anchor_alpha_rel,h_protgpt2_l12,n_layers,layer_early,layer_late,h_early,h_late,raw_v_norm_early,raw_v_norm_late,matched_norm_early,matched_norm_late,old_alpha_rel_early,old_alpha_rel_late,reference_norm_used_by_original,used_uniprot_fallback,pool_collapse_rate,pool_mean_plddt,utility_gap,repetition_separation
hugohrban/progen2-small,0.20000473771072358,2919.920831298828,12,3,11,35.30552864074707,64.77216081619262,2.2827401161193848,4.655883312225342,7.061272995531057,12.954739034999413,16.54126201996568,9.016188322900666,583.998,False,0.81,54.73763982951641,0.010793528255696128,0.05527540769865835
