model,anchor_alpha_rel,h_protgpt2_l12,n_layers,layer_early,layer_late,h_early,h_late,raw_v_norm_early,raw_v_norm_late,matched_norm_early,matched_norm_late,old_alpha_rel_early,old_alpha_rel_late,reference_norm_used_by_original,used_uniprot_fallback,pool_collapse_rate,pool_mean_plddt,utility_gap,repetition_separation
nferruz/ProtGPT2,0.20000473771072358,2919.920831298828,36,12,30,2919.920831298828,3753.4544677734375,353.2701416015625,473.0169982910156,583.998,750.7086763361699,0.20000473771072358,0.1555894723152003,583.998,False,0.57,57.42528945207596,0.02342007065502305,0.18556694190595102
