anchor_alpha_rel,h_protgpt2_l12,h_rita,matched_norm,raw_vL_norm,layer,reference_norm_used_by_1k,pool_collapse,pool_plddt
0.20000473771072358,2919.920831298828,23.877325773239136,4.775578278510193,3.1067025661468506,3,583.998,0.845,52.126115784049034
