n_uniprot_fetched,used_uniprot,d_latent,topk,aux_k,n_labelled,n_folded,collapse_rate,layers,k_values,mean_sae_minus_raw,health_gate_pass,entropy_auc
12000,True,2560,32,256,800,800,0.5025,"[12, 30]","[3, 20, 64]",-0.04874798953307169,False,0.5557451436285907
