abort_at,budget,recall,precision,cost_per_candidate_s,frac_saved,auc
10,0.3,0.42424242424242425,0.711864406779661,0.9210955228848567,0.6571394268788886,0.6440159167431895
10,0.5,0.5858585858585859,0.5858585858585859,1.4331356583097907,0.4665420676137406,0.6440159167431895
10,0.7,0.7777777777777778,0.5539568345323741,1.9451757937347245,0.27594470834859275,0.6440159167431895
20,0.3,0.41414141414141414,0.6949152542372882,1.0089711997343274,0.6244293504758993,0.6446791143760839
20,0.5,0.6262626262626263,0.6262626262626263,1.4957511245572457,0.4432346319456034,0.6446791143760839
20,0.7,0.7575757575757576,0.539568345323741,1.982531049380164,0.2620399134153075,0.6446791143760839
30,0.3,0.46464646464646464,0.7796610169491526,1.0982966928918914,0.5911796070807652,0.7154882154882154
30,0.5,0.696969696969697,0.696969696969697,1.5598164071127942,0.4193875292853214,0.7154882154882154
30,0.7,0.8080808080808081,0.5755395683453237,2.021336121333697,0.2475954514898776,0.7154882154882154
