model,anchor_alpha_rel,h_protgpt2_l12,n_layers,layer_early,layer_late,h_early,h_late,raw_v_norm_early,raw_v_norm_late,matched_norm_early,matched_norm_late,old_alpha_rel_early,old_alpha_rel_late,reference_norm_used_by_original,used_uniprot_fallback,pool_collapse_rate,pool_mean_plddt,utility_gap,repetition_separation
RaphaelMourad/Mistral-Prot-v1-134M,0.20000473771072358,2919.920831298828,8,2,7,57082.48701171875,250729.4046875,3541.1943359375,18578.91015625,11416.767842654595,50147.068820889304,0.010230773579996754,0.0023291962932224636,583.998,False,0.99,40.77915433049202,0.006244062508145964,0.09525722315816365
